result
Id,Term,Crn,Subj,Number,Section,Footnote,Title,Credit,CreditMax,Res,Fy,HasPerm,HasGuide,Meetings/0/Location,Meetings/0/U,Meetings/0/M,Meetings/0/T,Meetings/0/W,Meetings/0/R,Meetings/0/F,Meetings/0/S,Meetings/0/Start,Meetings/0/End,Meetings/0/Credit,Meetings/1/Location,Meetings/1/U,Meetings/1/M,Meetings/1/T,Meetings/1/W,Meetings/1/R,Meetings/1/F,Meetings/1/S,Meetings/1/Start,Meetings/1/End,Meetings/1/Credit,Instructors/0/Display,Reqs/0/Code,Reqs/0/Desc,Reqs/0/Fy,Reqs/0/Uc,DeptCodes/0,Reqs/1/Code,Reqs/1/Desc,Reqs/1/Fy,Reqs/1/Uc,Reqs/2/Code,Reqs/2/Desc,Reqs/2/Fy,Reqs/2/Uc,Reqs/3/Code,Reqs/3/Desc,Reqs/3/Fy,Reqs/3/Uc,Instructors/1/Display,DeptCodes/1,Reqs/4/Code,Reqs/4/Desc,Reqs/4/Fy,Reqs/4/Uc,Instructors/2/Display,Instructors/3/Display,Instructors/4/Display,Reqs/5/Code,Reqs/5/Desc,Reqs/5/Fy,Reqs/5/Uc,DeptCodes/2,DeptCodes/3,Instructors/5/Display,Instructors/6/Display
202505-55741,202505,55741,CHEM,351R,40,,Recitation-Biochemistry I,0,,,N,N,N,TAYL 203,N,N,Y,N,N,N,N,1300,1350,0,,,,,,,,,,,,"Switzer, Rebecca L.",NSMC,Natural Science and Mathematics,Y,Y,CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55742,202505,55742,CHEM,212R,40,,Recitation - Organic Chemistry,0,,,N,N,N,RCHM 101,N,N,Y,N,Y,N,N,1125,1150,0,,,,,,,,,,,,"Stockland, Robert A.",NSMC,Natural Science and Mathematics,Y,Y,CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55754,202505,55754,MORS,201,1,,Org Forms Strategy & Structure,1,,,N,N,N,HOLM 231,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Bonfim, Leandro R.",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55757,202505,55757,MORS,202,1,,People in Organizations,1,,,N,N,N,HOLM 102,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Dhar, Udayan",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55758,202505,55758,MORS,210,1,,Human Resource Management,1,,,N,N,N,HOLM 102,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Hill, Vanessa",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55759,202505,55759,MORS,230,1,,Global MGMT & Grand Challenges,1,,,N,N,N,HOLM 231,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Bonfim, Leandro R.",GBCC,Global Connections,Y,Y,MGMT,SLSC,Social Science,Y,Y,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55760,202505,55760,MORS,231,1,,Crisis Management,1,,,N,N,Y,HOLM 341,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Martin, Eric C.",GBCC,Global Connections,Y,Y,MGMT,SLSC,Social Science,Y,Y,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55761,202505,55761,MORS,240,1,,Entrepreneurship,1,,,N,N,N,HOLM 202,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Soleimani, Leila",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55766,202505,55766,MORS,302,1,MORS 302 is for junior and senior BSBA and MGEG majors. All others may waitlist for consideration after registration is over.,Responsible Management,1,,,N,N,N,HOLM 231,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Cha, Hyeonjin",DUSC,Diversity in the U.S.,Y,Y,MGMT,SLSC,Social Science,Y,Y,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-55767,202505,55767,MORS,302,2,MORS 302 is for junior and senior BSBA and MGEG majors. All others may waitlist for consideration after registration is over.,Responsible Management,1,,,N,N,N,HOLM 202,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Hill, Vanessa",DUSC,Diversity in the U.S.,Y,Y,MGMT,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,MORS,,,,,,,,,,,,,,,
202505-55776,202505,55776,ACFM,205,1,Section ACFM 205 01: Not open to ACCT or FINA majors.,Personal Finance,1,,,N,N,N,HOLM 129,N,Y,N,Y,N,N,N,830,950,1,,,,,,,,,,,,"Mastrolia, Stacy A.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-55777,202505,55777,GEOG,240,1,"Crosslisted with ENST 240. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=55777&subject=GEOG&number=240"" target=""_blank"">Course Guide</a> for reserved seat information.  Seats reserved for ENST, ENSC majors in ENST 240. Students can switch their course designation after registration with assistance from the Registrar's Office.",Sustaining Nature,1,,,N,N,N,DANA 227,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Wilshusen, Peter R.",EVCN,Environmental Connections,Y,Y,GEOG,NPJ,"Nature, People and Justice",Y,Y,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-55786,202505,55786,WMST,350,1,,Reproductive Justice & Health,1,,,N,N,Y,BIOL 222,N,Y,N,N,N,N,N,1000,1250,1,,,,,,,,,,,,"McCabe, Katharine",ARHC,Arts and Humanities,Y,Y,HLTH,RPI,"Race, Power and Inequality",Y,Y,,,,,,,,,,WMST,,,,,,,,,,,,,,,
202505-55789,202505,55789,PSYC,237,1,"Prerequisite: PSYC 100, or LING 105, or LING 110, or LING 230. Cross-listed with LING 237.",Intro to Language Development,1,,,N,N,Y,COLE 150,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Mitchel, Aaron D.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55790,202505,55790,NEUR,399,13,,Undergraduate Research,0.5,2,,N,Y,N,,N,N,N,N,N,N,N,,,2,,,,,,,,,,,,"Judge, Peter G.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55792,202505,55792,PSYC,294,1,"Prerequisites: (PSYC 215 or MATH 216), PSYC 216, and (prerequisite or corequisite PSYC 204 or PSYC 252). OR permission of the instructor.",Advanced Methods in Cognitive,1,,,N,N,Y,OLRY 307,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Halpern, Andrea R.",SLSC,Social Science,Y,Y,PSYC,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55798,202505,55798,NEUR,217,1,Prerequisite: PSYC 100 or permission of the instructor. Cross-listed as PSYC 217. Preference given to Psychology and Neuroscience majors. Non-majors will be added from the waitlist as space allows.,Psychopharmacology,1,,,N,N,N,RCHM 018,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Grisel, Judy E.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55800,202505,55800,PSYC,217,1,Prerequisite: PSYC 100 or permission of the instructor. Cross-listed as NEUR 217. Preference given to Psychology and Neuroscience majors. Non-majors will be added from the waitlist as space allows.,Psychopharmacology,1,,,N,N,N,RCHM 018,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Grisel, Judy E.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55803,202505,55803,PSYC,309,1,Prerequisite: PSYC 203. Course fulfills the Psychology CE requirement.,Appetite and Eating Behavior,1,,,N,N,N,COLE 056,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Myers, Kevin P.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55804,202505,55804,PSYC,609,1,,Appetite and Eating Behavior,1,,,N,Y,N,COLE 056,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Myers, Kevin P.",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-55806,202505,55806,PSYC,293,1,"Prerequisites: (PSYC 215 or MATH 216) and (PSYC 216 or PSYC 296 or ANBE 296) and PSYC 203. Preference given to sophomore, junior, and senior Animal Behavior majors and junior and senior Psychology majors. All others should place themselves on the waitlist.",Advanced Methods in Learning,1,,Closed,N,N,N,RCHM 017,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Gazes, Reggie P.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56075,202505,56075,CHEM,651R,40,,Recitation-Biochemistry I,0,,,N,N,N,TAYL 203,N,N,Y,N,N,N,N,1300,1350,0,,,,,,,,,,,,"Switzer, Rebecca L.",,,,,CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56076,202505,56076,CBST,220,1,,"Race, Riots and Resistance",1,,,N,N,Y,COLE 120,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Brady, Nicholas A.",AHLG,Arts and Humanities Learning Goals,Y,Y,CBST,ARHC,Arts and Humanities,Y,Y,DUSC,Diversity in the U.S.,Y,Y,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,
202505-56081,202505,56081,WMST,218,1,Crosslisted with LAMS 218.,Latina Feminisms in US,1,,,N,N,Y,BIOL 102,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Perez-Zetune, Elena",ARHC,Arts and Humanities,Y,Y,WMST,GBCC,Global Connections,Y,Y,RPI,"Race, Power and Inequality",Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56088,202505,56088,ANTH,109,1,First and Second year students,Intro to Cultural Anthropology,1,,Closed,Y,N,N,ACWS 212,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Tran, Allen L.",FRST,First year course,N,Y,ANTH,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,
202505-56090,202505,56090,GEOG,101,1,"No juniors, no seniors.","Globalization, People & Place",1,,Closed,Y,N,N,ACWS 212,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Christian, Jenna M.",FRST,First year course,N,Y,GEOG,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56091,202505,56091,GEOG,101,2,"No juniors, no seniors.","Globalization, People & Place",1,,Closed,Y,N,N,ACWS 212,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Christian, Jenna M.",FRST,First year course,N,Y,GEOG,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56092,202505,56092,WMST,269,1,Crosslisted with POLS 269,Feminist Political Theory,1,,,N,N,N,ACWS 112,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Bermingham, Kate C.",SLSC,Social Science,Y,Y,WMST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56093,202505,56093,GEOG,257,1,,Climate Change,1,,Closed,N,N,N,OBSV 105,N,Y,N,N,N,N,N,830,950,1,ACWS 203,N,N,N,Y,N,N,N,830,950,0,"Griffin, Duane A.",EVCN,Environmental Connections,Y,Y,GEOG,NMLG,Natural Science and Mathematics Learning Goals,Y,Y,NPJ,"Nature, People and Justice",Y,Y,NSMC,Natural Science and Mathematics,Y,Y,,,,,,,,,,,,,,,,,
202505-56095,202505,56095,MECH,495,1,,Adv Topics in Engr Mathematics,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,,,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56105,202505,56105,CBST,199,1,,Intro Critical Black Studies,1,,,Y,N,Y,OLRY 232,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Saucier, P. Khalil",ARHC,Arts and Humanities,Y,Y,CBST,DUSC,Diversity in the U.S.,Y,Y,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,,,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,
202505-56120,202505,56120,BIOL,319,1,,History of Life on Earth,1,,,N,Y,N,BIOL 324,N,Y,N,N,N,Y,N,1200,1320,1,BIOL 318,N,N,N,N,Y,N,N,1300,1550,0,"Campbell, Terry G.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56122,202505,56122,BIOL,332,1,Crosslisted with NEUR 322,Developmental Neurobiology,1,,,N,Y,N,BIOL 108,N,Y,N,N,N,N,N,1300,1550,1,BIOL 108,N,N,N,Y,N,N,N,1300,1550,0,"Pearson, James T.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56123,202505,56123,BIOL,342,1,Crosslisted with ANBE 342.,Neuroethology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Capaldi, Elizabeth A.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56125,202505,56125,BIOL,121L,66,"Not open to Biology, Cell Biology/Biochemistry, Neuroscience, or Animal Behavior majors. Not open to Engineers.",Lab for Biology 121,0,,,N,N,N,BIOL 115,N,N,N,N,N,Y,N,1300,1550,0,,,,,,,,,,,,"Seiler, Meredith B.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56126,202505,56126,BIOL,221L,61,,Lab for Human Physiology,0,,,N,N,N,ACET 122,N,Y,N,N,N,N,N,1500,1650,0,,,,,,,,,,,,"Kubat, Jayne A.",,,,,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56130,202505,56130,BIOL,632,1,,Developmental Neurobiology,1,,,N,Y,N,BIOL 108,N,Y,N,N,N,N,N,1300,1550,1,BIOL 108,N,N,N,Y,N,N,N,1300,1550,0,"Pearson, James T.",,,,,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56131,202505,56131,BIOL,642,1,,Neuroethology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Capaldi, Elizabeth A.",,,,,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56140,202505,56140,BMEG,441,1,Students must also enroll in BMEG 441R-40. Crosslisted with ECEG 411.,Neural Engineering,1,,,N,Y,N,ACET 120,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Malaga, Karlo A.",,,,,BMEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56141,202505,56141,BMEG,441R,40,,Recitation-Neural Engineering,0,,,N,N,N,ACET 120,N,Y,N,N,N,N,N,1200,1250,0,,,,,,,,,,,,"Malaga, Karlo A.",,,,,BMEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56151,202505,56151,PSYC,229,23,,Directed Study,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56152,202505,56152,PSYC,329,22,,Undergraduate Research,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Cardenas, Stephanie A.",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56153,202505,56153,PSYC,360,17,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56155,202505,56155,BMEG,481,9,,Biomedical Engineering Project,0.5,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Hopper, Theo",,,,,BMEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56156,202505,56156,BMEG,491,8,,Biomedical Engr Research,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Hopper, Theo",,,,,BMEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56163,202505,56163,ACFM,391,1,,History of Securities Markets,1,,,N,N,N,COLE 118,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Traflet, Janice M.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56168,202505,56168,ANBE,342,1,Cross listed with BIOL 342,Neuroethology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Capaldi, Elizabeth A.",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56169,202505,56169,ANBE,642,1,Cross listed with BIOL 642,Neuroethology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Capaldi, Elizabeth A.",,,,,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56170,202505,56170,ANBE,680,3,,Thesis,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Takahashi, Mizuki",,,,,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56171,202505,56171,NEUR,360,4,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Capaldi, Elizabeth A.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56172,202505,56172,NEUR,360,5,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Wang, Wei-Chun",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56173,202505,56173,NEUR,360,6,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,,NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56174,202505,56174,NEUR,360,7,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Lorimor, Heidi M.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56188,202505,56188,FREN,302,1,"FREN 302 and FREN 202 are one, blended course",Advanced Fren Conversation II,0.5,,,N,N,Y,COLE 023,N,Y,N,Y,N,N,N,1600,1650,0,,,,,,,,,,,,,ARHC,Arts and Humanities,Y,Y,FREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56189,202505,56189,UNIV,200,14,,Local Climate Action Planning,1,,Closed,N,N,Y,BRKI 066,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Barnhart, Shaunna L.",CCIP,Integrated Perspectives,Y,Y,UNIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56194,202505,56194,CBST,260,1,"Seats reserved for first-year students in CBST 260. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56194&subject=CBST&number=260"" target=""_blank"">Course Guide</a> for reserved seat information. Students can change crosslist course designation with assistance from the Registrar's Office after registration.<br>Cross-listed with LAMS 260",Blackness in the Global South,1,,Closed,N,N,Y,ACWS 114,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Cort, Aisha Z.",ARHC,Arts and Humanities,Y,Y,CBST,GBCC,Global Connections,Y,Y,RPI,"Race, Power and Inequality",Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56196,202505,56196,CBST,210,1,Crosslisted with LING 210,Language and Race,1,,,N,N,N,COLE 020,N,Y,N,Y,N,Y,N,1200,1250,1,,,,,,,,,,,,"Smith, Hiram L.",ARHC,Arts and Humanities,Y,Y,CBST,DUSC,Diversity in the U.S.,Y,Y,RPI,"Race, Power and Inequality",Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56197,202505,56197,GEOG,241,1,"See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56197&subject=GEOG&number=241"" target=""_blank"">Course Guide</a> for reserved seat information.  Seats reserved for ENST, ENSC majors in ENST 241 and seats reserved for GEOG majors in GEOG 241. Students can switch their course designation after registration with assistance from the Registrar's Office.",Environmental Health & Climate,1,,,N,N,N,COLE 020,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Adomako, Janet",EVCN,Environmental Connections,Y,Y,GEOG,NPJ,"Nature, People and Justice",Y,Y,SLSC,Social Science,Y,Y,,,,,,HLTH,,,,,,,,,,,,,,,
202505-56199,202505,56199,GEOG,205,1,,Remote Sensing,1,,Closed,N,N,N,ACWS 209,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Oduro Appiah, Joseph",SLSC,Social Science,Y,Y,GEOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56200,202505,56200,GEOG,305,1,"Crosslisted with ENST 305 and WMST 305. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56200&subject=GEOG&number=305"" target=""_blank"">Course Guide</a> for reserved seat information. Seats reserved for ENST majors in ENST 305 and seats reserved for GEOG majors in GEOG 305. Students can switch their course designation after registration with assistance from the Registrar's Office.","Gender, Environment & Health",1,,Closed,N,N,N,ACWS 200,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Adomako, Janet",SLSC,Social Science,Y,Y,GEOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56201,202505,56201,ENST,305,1,"Crosslisted with WMST 305 and GEOG 305. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56201&subject=ENST&number=305"" target=""_blank"">Course Guide</a> for reserved seat information. Seats reserved for ENST majors in ENST 305 and seats reserved for GEOG majors in GEOG 305. Students can switch their course designation after registration with assistance from the Registrar's Office.","Gender, Environment & Health",1,,Closed,N,N,N,ACWS 200,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Adomako, Janet",SLSC,Social Science,Y,Y,ENST,,,,,,,,,,,,,,HLTH,,,,,,,,,,,,,,,
202505-56206,202505,56206,HUMN,322,1,,Creativity,1,,,N,N,Y,VAUG 201,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Leraul, D. Bret B.",ARHC,Arts and Humanities,Y,Y,HUMN,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56218,202505,56218,PSYC,359,1,Prerequisites: PSYC 216 or permission of the instructor. Course fulfills the Psychology CE requirement.,Psychology and Law,1,,Closed,N,N,Y,COLE 056,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56219,202505,56219,PSYC,659,1,,Psychology and Law,1,,,N,Y,Y,COLE 056,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56230,202505,56230,MUSC,123,2,,Introduction to Music,1,,,Y,N,N,SWMU 116,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Lakatos, Frank",AHLG,Arts and Humanities Learning Goals,Y,Y,MUSC,ARHC,Arts and Humanities,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-56233,202505,56233,SOCI,229,1,,Law and Society,1,,,N,N,Y,OLRY 201,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Altendorf, Karen A.",SLSC,Social Science,Y,Y,SOCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56239,202505,56239,WMST,150,3,Students are not permitted to take WMST 150 and SOCI 249 in the same semester.,Intro Women's & Gender Studies,1,,Closed,Y,N,Y,COLE 150,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Davis, Coralynn V.",DUSC,Diversity in the U.S.,Y,Y,WMST,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,SLSC,Social Science,Y,Y,,,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,
202505-56241,202505,56241,FREN,202,1,"FREN 202 and FREN 302 are one, blended conversation course.",Interm French Conversation II,0.5,,,N,N,N,COLE 023,N,Y,N,Y,N,N,N,1600,1650,0,,,,,,,,,,,,,ARHC,Arts and Humanities,Y,Y,FREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56243,202505,56243,PSYC,360,1,,Honors Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Kragness, Haley",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56246,202505,56246,MUSC,172C,10,,Voice Lessons I Studio Session,0,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Martin, Emily C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,"Stewart, Susannah",,,,,,,,,,,,,,,,
202505-56247,202505,56247,MUSC,272C,10,,Voice Lessons II Studio,0,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Martin, Emily C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,"Stewart, Susannah",,,,,,,,,,,,,,,,
202505-56248,202505,56248,MUSC,372C,10,,Voice Lessons III Studio,0,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Martin, Emily C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,"Stewart, Susannah",,,,,,,,,,,,,,,,
202505-56253,202505,56253,SOCI,326,1,,Advanced Reading in Sociology,0.5,2,,N,Y,N,,N,N,N,N,N,N,N,,,0.5,,,,,,,,,,,,"Durden, Elizabeth",,,,,SOCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56254,202505,56254,CLAS,250,A1,"This course is offered to students participating in the Bucknell in Athens program.
Full title:  From Rosy-fingered to Golden Dawn",Rosy-fingered to Golden Dawn,1,,,N,N,Y,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Larson, Stephanie L.",ARHC,Arts and Humanities,Y,Y,OFFAT,CCFL,Foreign Language,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56256,202505,56256,ANBE,391,8,,Research,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Awad Schwob, Natalie",,,,,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56273,202505,56273,NEUR,399,14,,Undergraduate Research,0.5,2,,N,Y,N,,N,N,N,N,N,N,N,,,0.5,,,,,,,,,,,,"Kragness, Haley",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
